"subject","condition","stim_distance","stim_heading","stim_number","estimate_type","rt","subject_estimate","units_used","nswitches","time_in_SL","time_in_WL","firstview","lastview","first_instr","browserinfo","windowWidth","windowHeight","dist_meters","estimate_err"
"sub10","WL",25,-30,1,"Number","2043.01000013947",1,"",0,0,1964.17500032112,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",75,-20,3,"Number","1972.63000020757",3,"",0,0,2386.59000024199,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",100,-10,3,"Number","2099.87000003457",3,"",0,0,2469.54499976709,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",15,-30,6,"Number","1642.62499986216",6,"",0,0,6142.01000006869,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,6,0
"sub10","WL",150,-30,3,"Number","1738.01499977708",3,"",0,0,2774.654999841,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",100,0,1,"Number","2042.83499997109",1,"",0,0,1809.38500026241,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",200,0,3,"Number","1803.0949998647",3,"",0,0,3502.49499967322,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",150,-10,1,"Number","1822.67999975011",1,"",0,0,3030.70000000298,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",15,-10,1,"Number","1980.6049996987",1,"",0,0,1708.85000005364,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",50,-10,6,"Number","1768.94499966875",6,"",0,0,3846.2849999778,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,6,0
"sub10","WL",150,-30,6,"Number","1853.8699997589",6,"",0,0,4556.1999999918,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,6,0
"sub10","WL",50,-20,1,"Number","2003.60500020906",1,"",0,0,2736.31000006571,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",15,-10,6,"Number","2183.40499978513",6,"",0,0,4215.80999996513,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,6,0
"sub10","WL",200,-30,6,"Number","4085.33000014722",4,"",0,0,3343.07500021532,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,4,-2
"sub10","WL",50,-20,6,"Number","3525.95000015572",5,"",0,0,2411.97500005364,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,5,-1
"sub10","WL",25,-20,3,"Number","2555.4200001061",3,"",0,0,1580.75500000268,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",150,0,6,"Number","1815.8400002867",5,"",0,0,4934.64499991387,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,5,-1
"sub10","WL",15,0,6,"Number","1655.39999958128",6,"",0,0,4028.7899998948,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,6,0
"sub10","WL",200,-10,3,"Number","2087.43999991566",3,"",0,0,4075.68500004709,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",25,-20,1,"Number","1980.51000013947",1,"",0,0,2354.0900000371,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",50,0,1,"Number","1820.07499970496",1,"",0,0,5044.32500014082,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",100,-30,1,"Number","1941.30499986932",1,"",0,0,3049.02999987826,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",200,0,1,"Number","1906.67500020936",1,"",0,0,3838.45499996096,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",15,-20,3,"Number","1797.1649998799",3,"",0,0,2009.54499980435,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",25,-30,3,"Number","1877.92500015348",3,"",0,0,1868.62999992445,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",75,-10,1,"Number","1680.4749998264",1,"",0,0,2401.6300002113,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",50,-30,3,"Number","1847.3850004375",2,"",0,0,1977.91999997571,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,2,-1
"sub10","WL",15,0,3,"Number","1798.11500012875",3,"",0,0,1837.81500020996,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",75,-20,6,"Number","2087.14000042528",6,"",0,0,4816.81500002742,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,6,0
"sub10","WL",150,-20,1,"Number","2153.96500006318",1,"",0,0,2033.8650001213,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",200,-20,6,"Number","1630.2049998194",5,"",0,0,4476.38500016183,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,5,-1
"sub10","WL",25,-20,6,"Number","1979.56499969587",6,"",0,0,3844.42499978468,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,6,0
"sub10","WL",150,-20,3,"Number","2049.27000030875",3,"",0,0,3198.97500006482,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",75,-30,1,"Number","1755.89499995112",1,"",0,0,2702.83999992535,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",150,-30,1,"Number","1671.1499998346",1,"",0,0,3339.35499982908,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",75,-10,3,"Number","1515.77499974519",3,"",0,0,2200.54499991238,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",100,-20,6,"Number","1642.83999986947",6,"",0,0,3797.8099999018,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,6,0
"sub10","WL",15,-30,3,"Number","2160.11500032619",3,"",0,0,2017.45499996468,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",200,0,6,"Number","1947.74500001222",5,"",0,0,4231.91000008956,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,5,-1
"sub10","WL",75,-30,6,"Number","2017.51999976113",6,"",0,0,4025.18999995664,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,6,0
"sub10","WL",150,0,3,"Number","1899.37500003725",3,"",0,0,3567.60000018403,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",200,-30,1,"Number","2577.58500007913",1,"",0,0,2937.68499977887,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",50,-10,1,"Number","1374.34999970719",1,"",0,0,3394.36999987811,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",50,-30,1,"Number","1685.67499984056",1,"",0,0,2670.74500024319,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",150,-10,3,"Number","1655.42500000447",3,"",0,0,2144.18499963358,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",150,0,1,"Number","1331.15999959409",2,"",0,0,5192.28499988094,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,2,1
"sub10","WL",50,-30,6,"Number","1450.06499998271",5,"",0,0,2931.66500004008,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,5,-1
"sub10","WL",200,-10,6,"Number","1725.63500003889",5,"",0,0,5826.15000009537,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,5,-1
"sub10","WL",75,-10,6,"Number","1548.85500017554",6,"",0,0,5081.34000003338,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,6,0
"sub10","WL",25,0,6,"Number","2080.52999991924",6,"",0,0,10060.6050002389,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,6,0
"sub10","WL",25,-10,6,"Number","2703.96999968216",6,"",0,0,6285.2350003086,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,6,0
"sub10","WL",75,0,3,"Number","2064.80500008911",3,"",0,0,2164.10000016913,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",75,0,6,"Number","2065.43499976397",5,"",0,0,3064.50500013307,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,5,-1
"sub10","WL",75,-20,1,"Number","2426.29999993369",1,"",0,0,2079.54500010237,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",25,-10,3,"Number","1907.79999969527",3,"",0,0,2371.27500027418,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",200,-20,3,"Number","1739.88500004634",3,"",0,0,2772.12500013411,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",100,-20,1,"Number","1488.59999980778",1,"",0,0,1763.6750000529,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",15,-20,1,"Number","1836.55500039458",1,"",0,0,1764.44000005722,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",25,0,3,"Number","1726.14500019699",3,"",0,0,1615.57499971241,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",50,-20,3,"Number","2058.13999986276",3,"",0,0,1866.11500009894,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",25,0,1,"Number","1962.1000001207",1,"",0,0,2858.50499989465,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",25,-10,1,"Number","1882.89999961853",1,"",0,0,1963.1200004369,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",100,-20,3,"Number","1735.11999985203",3,"",0,0,2353.08999987319,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",15,0,1,"Number","1898.20499997586",1,"",0,0,1534.4249997288,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",150,-20,6,"Number","1780.21499980241",6,"",0,0,4033.52500032634,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,6,0
"sub10","WL",100,-10,1,"Number","1631.21500005946",1,"",0,0,1843.45000004396,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",100,-30,6,"Number","1773.3700000681",6,"",0,0,3149.67000018805,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,6,0
"sub10","WL",100,-30,3,"Number","1995.09999994189",3,"",0,0,1976.32499970496,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",200,-30,3,"Number","1868.75000037253",3,"",0,0,3001.10500026494,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",75,0,1,"Number","2278.70499994606",1,"",0,0,2257.8850002028,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",75,-30,3,"Number","2158.72499998659",3,"",0,0,2622.82999977469,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",100,0,6,"Number","1601.52000002563",5,"",0,0,3912.76000021026,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,5,-1
"sub10","WL",100,0,3,"Number","2057.44499992579",3,"",0,0,2634.2700002715,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",200,-10,1,"Number","2089.37000017613",1,"",0,0,2818.94499994814,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,1,0
"sub10","WL",50,-10,3,"Number","1732.69499978051",3,"",0,0,2212.8200000152,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,3,0
"sub10","WL",25,-30,6,"Number","1663.59499981627",6,"",0,0,2627.92999995872,NA,NA,NA,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",1166,568,6,0
"sub14","SL",25,-30,6,"Number","1761",3,"",0,8757,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,3,-3
"sub14","SL",75,-10,3,"Number","2842",3,"",0,4072,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,3,0
"sub14","SL",25,-20,3,"Number","1957",3,"",0,2021,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,3,0
"sub14","SL",150,0,1,"Number","1684",1,"",0,1893,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,1,0
"sub14","SL",50,-20,3,"Number","1510",3,"",0,11076,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,3,0
"sub14","SL",150,-30,1,"Number","1462",1,"",0,2573,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,1,0
"sub14","SL",25,0,6,"Number","1326",4,"",0,3438,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,4,-2
"sub14","SL",15,-20,1,"Number","1584",1,"",0,3844,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,1,0
"sub14","SL",150,-20,6,"Number","1377",5,"",0,7154,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,5,-1
"sub14","SL",50,-30,3,"Number","1187",2,"",0,2388,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,2,-1
"sub14","SL",15,0,6,"Number","1293",4,"",0,3168,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,4,-2
"sub14","SL",15,-10,6,"Number","1030",5,"",0,5101,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,5,-1
"sub14","SL",200,-10,1,"Number","1050",1,"",0,3489,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,1,0
"sub14","SL",150,-10,6,"Number","1063",6,"",0,4133,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,6,0
"sub14","SL",100,-20,3,"Number","1168",3,"",0,1611,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,3,0
"sub14","SL",75,-30,1,"Number","810",1,"",0,2452,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,1,0
"sub14","SL",150,-30,3,"Number","1338",3,"",0,4825,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,3,0
"sub14","SL",15,-20,3,"Number","923",4,"",0,5033,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,4,1
"sub14","SL",50,-30,1,"Number","998",1,"",0,2042,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,1,0
"sub14","SL",25,-30,1,"Number","878",1,"",0,1859,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,1,0
"sub14","SL",200,-10,3,"Number","1224",3,"",0,2586,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,3,0
"sub14","SL",15,-20,6,"Number","1270",5,"",0,6484,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,5,-1
"sub14","SL",100,0,1,"Number","2208",1,"",0,8285,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,1,0
"sub14","SL",50,-10,1,"Number","874",1,"",0,2214,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,1,0
"sub14","SL",150,-10,3,"Number","817",3,"",0,2331,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,3,0
"sub14","SL",15,-30,6,"Number","1024",5,"",0,5292,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,5,-1
"sub14","SL",200,0,3,"Number","3416",3,"",0,2734,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,3,0
"sub14","SL",50,0,3,"Number","822",3,"",0,1780,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,3,0
"sub14","SL",15,-10,1,"Number","1103",1,"",0,2093,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,1,0
"sub14","SL",75,-30,6,"Number","712",6,"",0,4546,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,6,0
"sub14","SL",25,-10,6,"Number","2531",4,"",0,4917,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,4,-2
"sub14","SL",15,0,3,"Number","1131",3,"",0,2193,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,3,0
"sub14","SL",100,-10,1,"Number","850",1,"",0,1676,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,1,0
"sub14","SL",75,-20,3,"Number","1094",3,"",0,1739,0,NA,NA,NA,"Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:87.0) Gecko/20100101 Firefox/87.0",1853,966,3,0
